tconst,primaryTitle,originalTitle,isAdult,releaseYear,runtimeMinutes,genres,averageRating,numVotes,nudity,violence,profanity,alcohol,frightening,actors,countriesOfOrigin,productionCompanies,budget,grossWorldwide
tt0088178,Stop Making Sense,Stop Making Sense,0,1984.0,88.0,"Documentary,Music",8.7,18828,None,None,None,Mild,None,"David Byrne, Bernie Worrell, Alex Weir, Steven Scales, Lynn Mabry, Ednah Holt, Tina Weymouth, Jerry Harrison, Chris Frantz",United States,"Talking Heads, Arnold Stiefel Company",1096800.0,10914178.196
tt0065067,The Witness,A tanú,0,1969.0,105.0,"Comedy,Drama",8.7,7599,None,None,None,Mild,None,"Ferenc Kállai, Lajos Öze, Zoltán Fábri, Béla Both, Georgette Mertzhradt, Róbert Rátonyi, Károly Bicskey, Lili Monori, László Vámos, Ida Versényi, György Bálint, Pál Bánó, Tibor Fehér, József Iványi, Pál Jákó, György Kézdy, Péter Korbuly, Lajos Mezey",Hungary,MAFILM 1. Játékfilmstúdió,,
tt7738784,Peranbu,Peranbu,0,2018.0,147.0,"Drama,Family",8.7,16170,Mild,Mild,Mild,None,Moderate,"Mammootty, Sadhana, Anjali, Anjali Ameer, Samuthirakani, Pavel Navageethan, Livingston, Vadivukkarasi, Aruldoss, Shanmugarajan, Abbas, Gr Adithya, Anand, Anees, Lizzie Antony, Archana, Arianna, Arumugam",India,Shree Raajalakshmi Films,,3123.138
tt4139928,The Legend of Maula Jatt,The Legend of Maula Jatt,0,2022.0,153.0,"Action,Drama,Fantasy",8.7,10414,None,Severe,Mild,Moderate,Severe,"Fawad Khan, Mahira Khan, Hamza Ali Abbasi, Humaima Malik, Ahsan Khan, Babar Ali, Resham, Gohar Rasheed, Ali Raza, Nayyar Ejaz, Saima Baloch, Shafqat Cheema, Faris Shafi, Ukasha Gul, Salmaan Shaukat, Fatima Jaffri, Usman Zia, Ali Azmat",Pakistan,"Encyclomedia, Lashari Films, AAA Motion Pictures",,12652332.91
tt0252490,The Chaos Class Is Waking Up,Hababam Sinifi Uyaniyor,0,1976.0,94.0,"Adventure,Comedy",8.7,20645,None,,,Moderate,,"Kemal Sunal, Münir Özkul, Halit Akçatepe, Adile Nasit, Sevket Altug, Sener Sen, Ahmet Sezerel, Muharrem Gürses, Tayfun Akalin, Tuncay Akça, Sitki Akçatepe, Ahmet Ariman, Ertugrul Bilda, Ihsan Bilsev, Necati Demirel, Talat Dumanli, Cem Gürdap, Bülent Igdiroglu",Turkey,Arzu Film,,
tt0214585,Chithram,Chithram,0,1988.0,159.0,"Comedy,Drama,Musical",8.7,5844,,,,,,"Mohanlal, Nedumudi Venu, Renjini, Poornam Vishwanathan, Sreenivasan, M.G. Soman, Thikkurissy Sukumaran Nair, Maniyanpilla Raju, Sukumari, Innocent Vareed Thekkethala, Lizy, Ganesh Kumar, Shanawas, Jagadish, Bhagyalakshmi, Bobby Kottarakkara, Unni Mary",India,"Shirdi Sai Creations, Shirdi Sai Productions",,
tt0080684,Star Wars: Episode V - The Empire Strikes Back,Star Wars: Episode V - The Empire Strikes Back,0,1980.0,124.0,"Action,Adventure,Fantasy",8.7,1358423,None,Mild,None,None,Moderate,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams, Anthony Daniels, David Prowse, Peter Mayhew, Kenny Baker, Frank Oz, Alec Guinness, Jeremy Bulloch, John Hollis, Jack Purvis, Des Webb, Clive Revill, Kenneth Colley, Julian Glover, Michael Sheard",United States,Lucasfilm,16452000.0,492074811.238
tt9263550,Rocketry: The Nambi Effect,Rocketry: The Nambi Effect,0,2022.0,157.0,"Biography,Drama",8.7,57086,None,Mild,Mild,Mild,Moderate,"Madhavan, Simran, Rajit Kapoor, Ravi Raghavendra, Misha Ghoshal, Shyam Renganathan, Muralidaran, Karthik Kumar, Sam Mohan, Rajeev Ravindranathan, Dinesh Prabhakar, Mohan Raman, Ron Donachie, Phyllis Logan, Vincent Riotta, Bijou Thaangjam, Jagan, Amaan",India,"Tricolour Productions, Varghese Moolan Pictures, Sarke Studio",,364334.11
tt8176054,Pariyerum Perumal,Pariyerum Perumal,0,2018.0,154.0,Drama,8.7,17913,None,Moderate,Mild,Moderate,Severe,"Kathir, Anandhi, Yogi Babu, Lijeesh, Hari Krishnan, Shanmugarajan, G. Marimuthu, 'Poo' Ram, Karate Venkatesan, Anthony Dasan, Lizzie Antony, Lingesh, Hossein Rahmani Manesh, Porkodi, Garry Sahota",India,Neelam Productions,,
tt0252597,Kibar Feyzo,Kibar Feyzo,0,1978.0,83.0,"Comedy,Drama",8.7,17132,Severe,,,,,"Kemal Sunal, Müjde Ar, Adile Nasit, Sener Sen, Erdal Özyagcilar, Ilyas Salman, Ihsan Yüce, Resit Çildam, Bahri Ates, Abdullah Ferah, Selim Acar, Arap Celal, Sevtap Erdemli, Sabahat Izgü, Hüseyin Kasif, Yilmaz Kurt, Tuncer Sevi, Güzin Özyagcilar",Turkey,Arzu Film,,
tt0816692,Interstellar,Interstellar,0,2014.0,169.0,"Adventure,Drama,Sci-Fi",8.7,2033853,None,Mild,Mild,None,Moderate,"Matthew McConaughey, Anne Hathaway, Jessica Chastain, Mackenzie Foy, Ellen Burstyn, John Lithgow, Timothée Chalamet, David Oyelowo, Collette Wolfe, Francis X. McCarthy, Bill Irwin, Andrew Borba, Wes Bentley, William Devane, Michael Caine, David Gyasi, Josh Stewart, Casey Affleck","United States, United Kingdom, Canada","Paramount Pictures, Warner Bros., Legendary Entertainment",150810000.0,668206788.218
tt0765833,Happy Days,Neseli Günler,0,1978.0,95.0,"Comedy,Drama,Family",8.7,11815,,,,,,"Münir Özkul, Adile Nasit, Sener Sen, Aysen Gruda, Oya Aydogan, Ahmet Sezerel, Ihsan Yüce, Mürüvvet Sim, Selim Nasit, Ali Sururi, Dogu Erkan, Ahmet Ariman, Feridun Savli, Ekrem Dümer, Cevdet Arikan, Gökhan Mete, Gülsen Gürsoy, Yaman Coskun",Turkey,Arzu Film,,
tt0201368,The Broken Landlord,Zügürt Aga,0,1985.0,101.0,"Comedy,Drama",8.7,16144,,,,,,"Sener Sen, Erdal Özyagcilar, Nilgün Nazli, Füsun Demirel, Atilla Yigit, Bahri Selin, Can Kolukisa, Celal Perk, Filiz Küçüktepe, Mehmet Akdil, Ali Osman Okumus, Ayla Arslancan, Kemal Inci, Salih Kalyon, Müsfik Kenter, Tilbe Saran, Zerrin Sümer",Turkey,Mine Film,,
tt8737152,Toma,Toma,0,2021.0,140.0,"Biography,Drama,Music",8.7,11987,,,,,,"Milan Maric, Tamara Dragicevic, Petar Bencina, Andrija Kuzmanovic, Sanja Markovic, Milena Radulovic, Paulina Manov, Milan Kolak, Mirjana Karanovic, Ivan Zekic, Olivera Bacic, Stojsa Oljacic, Nebojsa Ilic, Djordje Stojkovic, Filip Hajdukovic, Marko Janketic, Radomir Nikolic, Sasa Vuckovic",Serbia,"Cobra Film Department, Filmski centar Srbije, Minacord",,2976359.654
tt0133093,The Matrix,The Matrix,0,1999.0,136.0,"Action,Sci-Fi",8.7,2016576,Mild,Moderate,Moderate,Mild,Moderate,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster, Joe Pantoliano, Marcus Chong, Julian Arahanga, Matt Doran, Belinda McClory, Anthony Ray Parker, Paul Goddard, Robert Taylor, David Aston, Marc Aden Gray, Ada Nicodemou, Deni Gordon, Rowan Witt","United States, Australia","Warner Bros., Village Roadshow Pictures, Groucho Film Partnership",57582000.0,427041573.392
tt0073486,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,0,1975.0,133.0,Drama,8.7,1055388,Mild,Moderate,Severe,Mild,Severe,"Jack Nicholson, Louise Fletcher, Michael Berryman, Peter Brocco, Dean R. Brooks, Alonzo Brown, Scatman Crothers, Mwako Cumbuka, Danny DeVito, William Duell, Josip Elic, Lan Fendors, Nathan George, Ken Kenny, Mel Lambert, Sydney Lassick, Kay Lee, Christopher Lloyd",United States,"Fantasy Films, N.V. Zvaluw",2742000.0,99730942.738
tt10189514,Soorarai Pottru,Soorarai Pottru,0,2020.0,153.0,"Action,Drama",8.7,122627,None,None,Mild,None,None,"Suriya, Paresh Rawal, Urvashi, Aparna Balamurali, Vinodhini Vaidynathan, Achyuth Kumar, Mohan Babu, Prakash Belawadi, Kaali Venkat, Dan Dhanoa, 'Poo' Ram, Karunas, Supergood Subramani, R.S. Shivaji, Vivek Prasanna, Swaminathan, Aarti Desai, Gnanasambandan Gurunathan",India,"2D Entertainment, Sikhya Entertainment, Goldmines Telefilms",,
tt0105575,Thevar Magan,Thevar Magan,0,1992.0,145.0,"Action,Drama,Romance",8.7,7885,Moderate,Severe,Moderate,Moderate,Severe,"Kamal Haasan, Shivaji Ganesan, Nassar, Revathi, Gautami, Vadivelu, Thalaivasal Vijay, Madhan Bob, S.N. Lakshmi, Sangili Murugan, Kalapart Natarajan, Kaka Radhakrishnan, Neelima Rani, Renuka",India,Raajkamal Films International,,
tt0099685,Goodfellas,Goodfellas,0,1990.0,145.0,"Biography,Crime,Drama",8.7,1233987,Mild,Severe,Severe,Severe,Severe,"Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco, Paul Sorvino, Frank Sivero, Tony Darrow, Mike Starr, Frank Vincent, Chuck Low, Frank DiLeo, Henny Youngman, Gina Mastrogiacomo, Catherine Scorsese, Charles Scorsese, Suzanne Shepherd, Debi Mazar, Margo Winkler",United States,Warner Bros.,22850000.0,42991620.576000005
tt13899570,Kannagi,Kannagi,0,2023.0,158.0,Romance,8.7,5039,,,,,,"Keerthi Pandian, Ammu Abhirami, Yashwanth Kishore, Mayilsamy, Mounica, Vidya Pradeep, Adhesh Sudhakar, Vetri, Shalini Zoya",India,"E5 Entertainments, Sky Moon Entertainment",,
tt0076276,Who's Singin' Over There?,Ko to tamo peva,0,1980.0,86.0,"Adventure,Comedy,Drama",8.7,16363,Mild,Moderate,Mild,Moderate,Moderate,"Pavle Vuisic, Dragan Nikolic, Danilo 'Bata' Stojkovic, Aleksandar Bercek, Neda Arneric, Milivoje 'Mica' Tomic, Tasko Nacic, Boro Stjepanovic, Slavko Stimac, Miodrag Kostic, Nenad Kostic, Bora Todorovic, Slobodan Aligrudic, Petar Lupa, Stanojlo Milinkovic, Ljubomir Cipranic, Djenadija Rogic, Milovan Tasic",Yugoslavia,Centar Film,,
tt15097216,Jai Bhim,Jai Bhim,0,2021.0,164.0,"Crime,Drama,Mystery",8.7,213924,Mild,Severe,None,Mild,Severe,"Suriya, Lijo Mol Jose, Manikandan K., Rajisha Vijayan, Prakash Raj, Rao Ramesh, Guru Somasundaram, M.S. Bhaskar, V. Jayaprakash, Sibi Thomas, Ilavarasu, Jayarao, Sujatha Sivakumar, Ravi Venkatraman, Tamizh, Kumaravel, Supergood Subramani, Bala Hasan","India, United States",2D Entertainment,,
tt0291855,Devasuram,Devasuram,0,1993.0,187.0,"Action,Drama,Thriller",8.7,6154,,,,,,"Mohanlal, Napolean, Revathi, Innocent Vareed Thekkethala, Nedumudi Venu, Maniyanpilla Raju, V.K. Sriraman, Ramu, Augustine, Cochin Hanifa, Janardanan, Chitra, Seeta, Bharathi, Delhi Ganesh, Sankaradi, Oduvil Unnikrishnan, Raghu",India,Anugraha Arts,,
tt0253614,"Saban, Son of Saban",Saban Oglu Saban,0,1977.0,90.0,"Comedy,Crime,Mystery",8.7,18539,,,,,,"Kemal Sunal, Halit Akçatepe, Sener Sen, Adile Nasit, Aysen Gruda, Sevket Altug, Sevda Aktolga, Sevil Üstekin, Güler Ökten, Sitki Akçatepe, Ayben Erman, Dinçer Çekmez, Ihsan Yüce, Ergin Orbey, Necdet Yakin, Dündar Aydinli, Aslan Gul, Osman Han",Turkey,Arzu Film,,
tt6019206,Kill Bill: The Whole Bloody Affair,Kill Bill: The Whole Bloody Affair,0,2006.0,247.0,"Action,Crime,Thriller",8.7,15682,Mild,Severe,Severe,Moderate,Moderate,"Uma Thurman, Lucy Liu, Vivica A. Fox, Michael Madsen, Daryl Hannah, David Carradine, Julie Dreyfus, Chiaki Kuriyama, Shin'ichi Chiba, Chia-Hui Liu, Michael Parks, Michael Bowen, Jun Kunimura, Kenji Ôba, Yuki Kazamatsuri, James Parks, Sakichi Sato, Jonathan Loughran",United States,"A Band Apart, Super Cool ManChu",,
tt0103064,Terminator 2: Judgment Day,Terminator 2: Judgment Day,0,1991.0,137.0,"Action,Sci-Fi",8.6,1156046,Mild,Severe,Moderate,Mild,Moderate,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick, Earl Boen, Joe Morton, S. Epatha Merkerson, Castulo Guerra, Danny Cooksey, Jenette Goldstein, Xander Berkeley, Leslie Hamilton Gearren, Ken Gibbel, Robert Winley, Pete Schrum, Shane Wilder, Michael Edwards, Jared Lounsbery",United States,"Carolco Pictures, Pacific Western, Lightstorm Entertainment",93228000.0,476085374.756
tt0069090,Pink Floyd: Live at Pompeii,Pink Floyd: Live at Pompeii,0,1972.0,92.0,"Documentary,Music",8.6,9560,None,None,None,Mild,None,"David Gilmour, Roger Waters, Richard Wright, Nick Mason","Belgium, West Germany, France","Bayerischer Rundfunk (BR), Office de Radiodiffusion Télévision Française (ORTF), RM Productions Fernseh- und Filmgesellschaft mbH",,
tt0292246,Spadikam,Spadikam,0,1995.0,150.0,"Action,Drama",8.6,6461,Mild,Moderate,Moderate,,,"Mohanlal, Thilakan, Urvashi, Sphadikam George, K.P.A.C. Lalitha, Rajan P. Dev, Silk Smitha, Nedumudi Venu, Chippy, V.K. Sriraman, Kollam Ajith, Arya Anup, Ashokan, Bahadur, N.L. Balakrishnan, Bhagyalakshmi, Paravoor Bharathan, Indrans",India,Shogun Films,,56954.082
tt20850406,Sita Ramam,Sita Ramam,0,2022.0,163.0,"Action,Drama,Mystery",8.6,65284,None,Mild,None,Mild,Mild,"Dulquer Salmaan, Mrunal Thakur, Rashmika Mandanna, Sumanth, Bhoomika Chawla, Tharun Bhascker Dhaassyam, Sachin Khedekar, Jisshu Sengupta, Abhinaya, Shatru, Gautham Vasudev Menon, Vennela Kishore, Murli Sharma, Pawan Chopra, Prakash Raj, Tinnu Anand, Neeraj Kabi, Rukmini Vijay Kumar",India,"Swapna Cinema, Vyjayanthi Movies",,2018138.506
tt0358456,Earthlings,Earthlings,0,2005.0,95.0,Documentary,8.6,19603,None,Severe,Severe,Mild,Severe,Joaquin Phoenix,United States,Nation Earth,,
tt0093603,Nayakan,Nayakan,0,1987.0,145.0,"Crime,Drama",8.6,22430,Mild,Moderate,Mild,Mild,Moderate,"Kamal Haasan, Saranya Ponvannan, Delhi Ganesh, Janakaraj, Karthika, Nassar, Tinnu Anand, Nizhalgal Ravi, M.V. Vasudeva Rao, Aditya Modi, Pradeep Shakti",India,"Muktha Films, Sujatha Film",,
tt0076759,Star Wars: Episode IV - A New Hope,Star Wars,0,1977.0,121.0,"Action,Adventure,Fantasy",8.6,1429136,None,Mild,None,Mild,Mild,"Mark Hamill, Harrison Ford, Carrie Fisher, Alec Guinness, Peter Cushing, Anthony Daniels, Kenny Baker, Peter Mayhew, David Prowse, Phil Brown, Shelagh Fraser, Jack Purvis, Alex McCrindle, Eddie Byrne, Drewe Henley, Denis Lawson, Garrick Hagon, Jack Klaff",United States,"Lucasfilm, Twentieth Century Fox",10054000.0,708713778.398
tt14923112,Methagu,Methagu,0,2021.0,100.0,"Biography,History",8.6,8857,None,Moderate,None,None,,"Lizzie Antony, Eshwar Basha, Chandrasekar, Kutti Mani, Raja, Vinoth Sagar",India,Methagu Thiraikkalam,,1441.3780000000002
tt0047478,Seven Samurai,Shichinin no samurai,0,1954.0,207.0,"Action,Drama",8.6,361905,Mild,Mild,Mild,Mild,Mild,"Toshirô Mifune, Takashi Shimura, Keiko Tsushima, Yukiko Shimazaki, Kamatari Fujiwara, Daisuke Katô, Isao Kimura, Minoru Chiaki, Seiji Miyaguchi, Yoshio Kosugi, Bokuzen Hidari, Yoshio Inaba, Yoshio Tsuchiya, Kokuten Kôdô, Eijirô Tôno, Kichijirô Ueda, Jun Tatara, Atsushi Watanabe",Japan,Toho Company,,316479.81200000003
tt0251355,Pushpaka Vimana,Pushpaka Vimana,0,1987.0,125.0,"Comedy,Drama",8.6,3778,Mild,None,None,Mild,Mild,"Kamal Haasan, Amala Akkineni, Tinnu Anand, Narayana P.L., Agnis, Farida Jalal, Sameer Kakkar, Vasant Kamat, Ramya Krishnan, Loknath, Prathap Pothen, K.S. Ramesh, Mandeep Roy",India,"Mandakini Chitra, Raajkamal Films International",,
tt0278501,In Harihar Nagar,In Harihar Nagar,0,1990.0,133.0,"Comedy,Crime,Mystery",8.6,3948,Mild,Mild,Mild,Mild,Moderate,"Mukesh, Siddique, Jagadish, Ashokan, Suresh Gopi, Saikumar, Rizabawa, Geetha Vijayan, Kaviyoor Ponnamma, Rekha, Philomina, Paravoor Bharathan, Appa Haja, Trichur Elsi, Bhagyalakshmi",India,,,
tt0353496,Godfather,Godfather,0,1991.0,150.0,"Comedy,Drama,Romance",8.6,4052,,,,,,"N.N. Pillai, Mukesh, Philomina, Thilakan, Kanaka, Innocent Vareed Thekkethala, Siddique, Raghu, K.P.A.C. Lalitha, Jagadish, Paravoor Bharathan, Janardanan, Johny, Sankaradi, Kollam Thulasi, Harisree Ashokan, Unni Mary, Thodupuzha Vasanthi",India,Swargachitra,,
tt0102926,The Silence of the Lambs,The Silence of the Lambs,0,1991.0,118.0,"Crime,Drama,Thriller",8.6,1518561,Moderate,Severe,Moderate,None,Severe,"Jodie Foster, Anthony Hopkins, Scott Glenn, Ted Levine, Anthony Heald, Brooke Smith, Diane Baker, Kasi Lemmons, Charles Napier, Tracey Walter, Roger Corman, Ron Vawter, Danny Darst, Jeffrie Lane, Frankie Faison, Paul Lazar, Dan Butler, Chris Isaak",United States,"Strong Heart/Demme Production, Orion Pictures",17366000.0,249287030.708
tt0267351,My Dear Brother,Canim Kardesim,0,1973.0,85.0,Drama,8.6,10100,,,,,,"Tarik Akan, Kahraman Kiral, Halit Akçatepe, Metin Akpinar, Sitki Akçatepe, Bahri Ates, Kamer Baba, Renan Fosforoglu, Ahmet Kostarika, Adile Nasit, Kemal Sunal, Necdet Yakin, Ali Osman Yuksel, Ihsan Yüce, Nilgün Kasapbasoglu, Pekcan Kosar, Cüneyt Türel, Riza Tüzün",Turkey,Arzu Film,,
tt0252489,The Chaos Class Is on Vacation,Hababam Sinifi Tatilde,0,1977.0,97.0,"Adventure,Comedy,Drama",8.6,18640,,,,,,"Kemal Sunal, Münir Özkul, Adile Nasit, Sener Sen, Aysen Gruda, Sevda Aktolga, Sitki Akçatepe, Ahmet Ariman, Ertugrul Bilda, Filiz Bozkurt, Sevtap Erdemli, Cem Gürdap, Muharrem Gürses, Ali Ince, Hayri Karabey, Hakki Karadayi, Ergin Orbey, Feridun Savli",Turkey,Arzu Film,,
tt0255306,Kilukkam,Kilukkam,0,1991.0,155.0,Comedy,8.6,4481,,,,,,"Mohanlal, Jagathy Sreekumar, Revathi, Kollam Thulasi, Thilakan, Innocent Vareed Thekkethala, Sharat Saxena, Murali, Ganesh Kumar, Sukumari, Ravi Menon, Thikkurissy Sukumaran Nair, Poojappura Ravi, Zeenath, Santhosh K. Nayar, Devan, Jagadish, Antony Perumbavoor",India,Good Knight Films,,
tt0245429,Spirited Away,Sen to Chihiro no kamikakushi,0,2001.0,125.0,"Adventure,Animation,Family",8.6,827057,None,Mild,None,Mild,Moderate,"Daveigh Chase, Suzanne Pleshette, Miyu Irino, Rumi Hiiragi, Mari Natsuki, Takashi Naitô, Yasuko Sawaguchi, Tatsuya Gashûin, Ryunosuke Kamiki, Yumi Tamai, Yô Ôizumi, Koba Hayashi, Tsunehiko Kamijô, Takehiko Ono, Bunta Sugawara, Shigeru Wakita, Shirô Saitô, Michiko Yamamoto",Japan,"Tokuma Shoten, Studio Ghibli, Nippon Television Network (NTV)",17366000.0,326561094.90000004
tt0317248,City of God,Cidade de Deus,0,2002.0,130.0,"Crime,Drama",8.6,790061,Moderate,Severe,Severe,Severe,Severe,"Alexandre Rodrigues, Leandro Firmino, Matheus Nachtergaele, Phellipe Haagensen, Douglas Silva, Jonathan Haagensen, Seu Jorge, Jefechander Suplino, Alice Braga, Emerson Gomes, Edson Oliveira, Michel Gomes, Roberta Rodrigues, Luis Otávio, Kiko Marques, Gustavo Engrácia, Darlan Cunha, Robson Rocha","Brazil, France, Germany","O2 Filmes, VideoFilmes, Globo Filmes",,28042244.802
tt0249188,Thoovanathumbikal,Thoovanathumbikal,0,1987.0,151.0,"Drama,Romance",8.6,4662,Mild,,,,,"Mohanlal, Sumalatha, Parvathi, Ashokan, Babu Namboothiri, Sreenath, Sukumari, Jagathy Sreekumar, Sankaradi, M.G. Soman, Poojappura Radhakrishnan, Santhakumari, Sulakshana, Jayalalitha, Alex Mathew, Anandavally",India,"Gandhimathi, Sitara Pictures, Super Good Films",,
tt0140348,Mahanadi,Mahanadhi,0,1994.0,162.0,"Crime,Drama",8.6,4368,None,Mild,Mild,Mild,Moderate,"Kamal Haasan, Sukanya, Poornam Vishwanathan, Mahanadhi Shobana, Cochin Hanifa, S.N. Lakshmi, Tulasi, Mahanadhi Shankar, Rajesh, Thalaivasal Vijay, Sangeetha, Mohan Ram, Mohan Natarajan",India,Sri Amman Creations,,
tt0120815,Saving Private Ryan,Saving Private Ryan,0,1998.0,169.0,"Drama,War",8.6,1471447,None,Severe,Moderate,Mild,Severe,"Tom Hanks, Matt Damon, Tom Sizemore, Edward Burns, Barry Pepper, Adam Goldberg, Vin Diesel, Giovanni Ribisi, Jeremy Davies, Ted Danson, Paul Giamatti, Dennis Farina, Joerg Stadler, Max Martini, Dylan Bruno, Daniel Cerqueira, Demetri Goritsas, Ian Porter",United States,"Dreamworks Pictures, Paramount Pictures, Amblin Entertainment",63980000.0,440867537.142
tt0118799,Life Is Beautiful,La vita è bella,0,1997.0,116.0,"Comedy,Drama,Romance",8.6,731661,None,Mild,None,Mild,Moderate,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini, Giustino Durano, Sergio Bini Bustric, Marisa Paredes, Horst Buchholz, Lidia Alfonsi, Giuliana Lojodice, Amerigo Fontani, Pietro De Silva, Francesco Guzzo, Raffaella Lebboroni, Claudio Alfonsi, Gil Baroni, Massimo Bianchi, Jürgen Bohn, Verena Buratti",Italy,"Melampo Cinematografica, Cecchi Gori Group Tiger Cinematografica",18280000.0,210310497.882
tt0367495,Anbe Sivam,Anbe Sivam,0,2003.0,160.0,"Adventure,Comedy,Drama",8.6,24913,None,Moderate,None,None,Moderate,"Kamal Haasan, Madhavan, Kiran Rathod, Nassar, Santhana Bharathi, Uma Riyaz Khan, Yugi Sethu, Ilavarasu, Balu Anand, Seema, R.S. Shivaji, Laxmi Rattan, Chelladurai, Hillaary, Jacob, Madhaiyyan, Jaya Murali, Muthukalai",India,Lakshmi Movie Makers,,
tt1601792,Aa Naluguru,Aa Naluguru,0,2004.0,141.0,Drama,8.6,3824,,,,,,"Rajendra Prasad, Aamani, Raja, Annapoorna, Annapurna, Apoorva, Raghu Babu, Chalapathi Rao, Giridhar, Jenny, Prem Kumar Patra, Rajitha, Kota Srinivasa Rao, Junior Relangi, Revathi, Subhalekha Sudhakar, Ping Pong Surya, Suthi Velu",India,,,
tt0038650,It's a Wonderful Life,It's a Wonderful Life,0,1946.0,130.0,"Drama,Family,Fantasy",8.6,491371,None,Mild,None,Mild,Mild,"James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell, Henry Travers, Beulah Bondi, Frank Faylen, Ward Bond, Gloria Grahame, H.B. Warner, Frank Albertson, Todd Karns, Samuel S. Hinds, Mary Treen, Virginia Patton, Charles Williams, Sarah Edwards, William Edmunds",United States,Liberty Films (II),2906520.0,8902641.512
tt0056058,Harakiri,Seppuku,0,1962.0,133.0,"Action,Drama,Mystery",8.6,65927,None,Severe,None,None,Moderate,"Tatsuya Nakadai, Akira Ishihama, Shima Iwashita, Tetsurô Tanba, Masao Mishima, Ichirô Nakatani, Kei Satô, Yoshio Inaba, Hisashi Igawa, Tôru Takeuchi, Yoshirô Aoki, Tatsuo Matsumura, Akiji Kobayashi, Kôichi Hayashi, Ryûtarô Gomi, Jô Azumi, Nakajirô Tomita, Shichisaburô Amatsu",Japan,Shochiku,,13912.908
tt10811166,The Kashmir Files,The Kashmir Files,0,2022.0,170.0,Drama,8.6,572382,None,Severe,None,None,Severe,"Mithun Chakraborty, Anupam Kher, Darshan Kumaar, Pallavi Joshi, Chinmay Mandlekar, Prakash Belawadi, Puneet Issar, Bhasha Sumbli, Sourav Verma, Mrinal Kulkarni, Atul Srivastava, Amaan Iqbal, Meenakshi Chugh, Navneet Gairola, Fasi Khan, Atul Vishnoi",India,"Zee Studios, Abhishek Agarwal Arts, I Am Buddha",,22687214.772
tt0114369,Se7en,Se7en,0,1995.0,127.0,"Crime,Drama,Mystery",8.6,1762212,Mild,Severe,Severe,Mild,Severe,"Morgan Freeman, Brad Pitt, Kevin Spacey, Andrew Kevin Walker, Daniel Zacapa, Gwyneth Paltrow, John Cassini, Bob Mack, Peter Crombie, Reg E. Cathey, R. Lee Ermey, George Christy, Endre Hules, Hawthorne James, William Davidson, Bob Collins, Jimmy Dale Hartsell, Richard Roundtree",United States,"Cecchi Gori Pictures, Juno Pix, New Line Cinema",30162000.0,299182872.926
